,Anomalies(#),Blockade(#),DeepSurveyedGoals(#),DeepSurveyedGoals(Positions),Goals(#),Hotspots(Positions),RemoraAttacks(#),SurveyedGoals(#),SurveyedGoals(Positions),Time,index
27,43,19,2,Tx3y1;Tx1y3,27,Tx3y1;Tx1y3,24,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx1y3;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx1y1;Tx4y0,112.0,3
0,0,0,0,,0,,0,0,,599.0,4
1,0,0,0,,1,,0,1,Tx0y1,592.0,4
2,3,2,0,,2,,1,2,Tx0y2;Tx0y1,578.0,4
3,3,2,0,,3,,1,3,Tx0y2;Tx0y1;Tx1y2,568.0,4
4,4,2,0,,4,,2,4,Tx0y3;Tx0y2;Tx0y1;Tx1y2,557.0,4
5,7,3,0,,5,,4,5,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx2y2,537.0,4
6,8,3,0,,6,Tx1y3,5,6,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx1y3;Tx2y2,526.0,4
7,9,3,1,Tx1y3,7,Tx1y3,6,6,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx1y3;Tx2y2,511.0,4
8,10,4,1,Tx1y3,8,Tx1y3,6,7,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx1y3;Tx1y4;Tx2y2,498.0,4
9,10,4,1,Tx1y3,9,Tx1y3,6,8,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx1y2;Tx1y3;Tx1y4;Tx2y2,485.0,4
10,11,4,1,Tx1y3,10,Tx1y3,7,9,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx1y2;Tx3y3;Tx1y3;Tx1y4;Tx2y2,475.0,4
11,14,6,1,Tx1y3,11,Tx1y3,8,10,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx2y2,453.0,4
12,14,6,1,Tx1y3,12,Tx1y3,8,11,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx2y2,443.0,4
13,19,7,1,Tx1y3,13,Tx1y3,12,12,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx2y2,390.0,4
14,21,8,1,Tx1y3,14,Tx1y3,13,13,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx3y2;Tx1y3;Tx1y4;Tx2y2,366.0,4
15,24,9,1,Tx1y3,15,Tx1y3,15,14,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx2y2,346.0,4
16,25,9,1,Tx1y3,16,Tx3y1;Tx1y3,16,15,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx2y2,334.0,4
17,25,9,2,Tx3y1;Tx1y3,17,Tx1y3;Tx3y1,16,15,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx2y2,319.0,4
18,27,9,2,Tx3y1;Tx1y3,18,Tx1y3;Tx3y1,18,16,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx2y2,280.0,4
19,27,9,2,Tx3y1;Tx1y3,19,Tx1y3;Tx3y1,18,17,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx2y2,269.0,4
20,27,9,2,Tx3y1;Tx1y3,20,Tx1y3;Tx3y1,18,18,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx2y2,256.0,4
21,28,9,2,Tx3y1;Tx1y3,21,Tx1y3;Tx3y1,19,19,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx0y4;Tx2y0;Tx1y3;Tx1y4;Tx2y2,245.0,4
22,31,11,2,Tx3y1;Tx1y3,22,Tx1y3;Tx3y1,20,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx2y0;Tx1y3;Tx1y4;Tx2y2,222.0,4
23,34,13,2,Tx3y1;Tx1y3,23,Tx1y3;Tx3y1,21,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx2y2,196.0,4
24,34,13,2,Tx3y1;Tx1y3,24,Tx1y3;Tx3y1,21,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx2y2,186.0,4
25,36,13,2,Tx3y1;Tx1y3,25,Tx1y3;Tx3y1,23,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx2y2,163.0,4
26,38,14,2,Tx3y1;Tx1y3,26,Tx1y3;Tx3y1,24,24,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx2y2,143.0,4
27,38,14,2,Tx3y1;Tx1y3,27,Tx1y3;Tx3y1,24,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx2y2,124.0,4
0,0,0,0,,0,,0,0,,599.0,5
1,0,0,0,,1,,0,1,Tx3y4,592.0,5
2,2,1,0,,2,,1,2,Tx2y4;Tx3y4,579.0,5
3,4,2,0,,3,,2,3,Tx2y4;Tx3y4;Tx1y4,566.0,5
4,6,3,0,,4,Tx1y3,3,4,Tx2y4;Tx3y4;Tx1y3;Tx1y4,549.0,5
5,7,3,1,Tx1y3,5,Tx1y3,4,4,Tx2y4;Tx3y4;Tx1y3;Tx1y4,534.0,5
6,8,3,1,Tx1y3,6,Tx1y3,5,5,Tx2y4;Tx0y3;Tx3y4;Tx1y3;Tx1y4,525.0,5
7,10,4,1,Tx1y3,7,Tx1y3,6,6,Tx2y4;Tx0y3;Tx1y2;Tx3y4;Tx1y3;Tx1y4,509.0,5
8,10,4,1,Tx1y3,8,Tx1y3,6,7,Tx0y3;Tx2y2;Tx3y4;Tx1y2;Tx2y4;Tx1y3;Tx1y4,499.0,5
9,12,5,1,Tx1y3,9,Tx1y3,7,8,Tx0y3;Tx2y2;Tx3y4;Tx1y2;Tx2y4;Tx1y3;Tx1y4;Tx1y1,479.0,5
10,14,6,1,Tx1y3,10,Tx1y3,8,9,Tx0y3;Tx0y2;Tx2y2;Tx3y4;Tx1y2;Tx2y4;Tx1y3;Tx1y4;Tx1y1,462.0,5
11,14,6,1,Tx1y3,11,Tx1y3,8,10,Tx0y3;Tx0y2;Tx0y1;Tx2y2;Tx3y4;Tx1y2;Tx2y4;Tx1y3;Tx1y4;Tx1y1,450.0,5
12,18,8,1,Tx1y3,12,Tx1y3,10,11,Tx0y3;Tx0y2;Tx0y1;Tx2y2;Tx3y4;Tx1y2;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,419.0,5
13,19,8,1,Tx1y3,13,Tx1y3,11,12,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y2;Tx3y4;Tx1y2;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,402.0,5
14,21,9,1,Tx1y3,14,Tx1y3,12,13,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y2;Tx3y2;Tx1y2;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y4,388.0,5
15,23,10,1,Tx1y3,15,Tx1y3,13,14,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx2y4;Tx0y4;Tx2y0;Tx1y3;Tx1y4;Tx1y1,368.0,5
16,26,10,1,Tx1y3,16,Tx1y3,16,15,Tx0y3;Tx0y2;Tx0y1;Tx2y2;Tx2y0;Tx3y4;Tx3y2;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,340.0,5
17,26,10,1,Tx1y3,17,Tx1y3,16,16,Tx0y3;Tx0y2;Tx0y1;Tx4y0;Tx2y2;Tx2y0;Tx3y4;Tx3y2;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,331.0,5
18,27,10,1,Tx1y3,18,Tx1y3,17,17,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx2y0;Tx3y4;Tx3y2;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,321.0,5
19,27,10,1,Tx1y3,19,Tx1y3,17,18,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx2y0;Tx3y4;Tx3y2;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,313.0,5
20,28,11,1,Tx1y3,20,Tx1y3,17,19,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx2y0;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,296.0,5
21,29,11,1,Tx1y3,21,Tx1y3,18,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx2y0;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,286.0,5
22,30,12,1,Tx1y3,22,Tx1y3,18,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx2y0;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,259.0,5
23,31,12,1,Tx1y3,23,Tx3y1;Tx1y3,19,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx2y0;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,237.0,5
24,32,12,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,20,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx2y0;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,223.0,5
25,33,12,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,21,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx2y0;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,209.0,5
26,33,12,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,21,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx2y0;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,201.0,5
27,39,16,2,Tx3y1;Tx1y3,27,Tx3y1;Tx1y3,23,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx2y0;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,145.0,5
0,0,0,0,,0,,0,0,,599.0,6
1,0,0,0,,1,,0,1,Tx0y1,593.0,6
2,3,2,0,,2,,1,2,Tx0y2;Tx0y1,577.0,6
3,3,2,0,,3,,1,3,Tx0y2;Tx0y1;Tx1y2,567.0,6
4,4,2,0,,4,,2,4,Tx0y3;Tx0y2;Tx0y1;Tx1y2,557.0,6
5,7,3,0,,5,,4,5,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx2y2,535.0,6
6,8,3,0,,6,Tx1y3,5,6,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx2y2;Tx1y3,524.0,6
7,9,3,1,Tx1y3,7,Tx1y3,6,6,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx2y2;Tx1y3,509.0,6
8,10,4,1,Tx1y3,8,Tx1y3,6,7,Tx0y3;Tx0y2;Tx0y1;Tx2y2;Tx1y2;Tx1y3;Tx1y4,495.0,6
9,11,4,1,Tx1y3,9,Tx1y3,7,8,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx1y3;Tx1y4,482.0,6
10,11,4,1,Tx1y3,10,Tx1y3,7,9,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx1y3;Tx1y4,473.0,6
11,14,6,1,Tx1y3,11,Tx1y3,8,10,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,451.0,6
12,15,6,1,Tx1y3,12,Tx1y3,9,11,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,440.0,6
13,18,7,1,Tx1y3,13,Tx1y3,11,12,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx3y2;Tx1y3;Tx1y4,402.0,6
14,22,8,1,Tx1y3,14,Tx1y3,14,13,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx3y2;Tx1y3;Tx1y4,359.0,6
15,25,9,1,Tx1y3,15,Tx1y3,16,14,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx1y3;Tx1y4,330.0,6
16,30,10,1,Tx1y3,16,Tx1y3,20,15,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y2;Tx1y3;Tx1y4,222.0,6
17,31,10,1,Tx1y3,17,Tx1y3,21,16,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y3;Tx4y2;Tx1y3;Tx1y4,196.0,6
18,32,10,1,Tx1y3,18,Tx1y3,22,17,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4,175.0,6
19,34,11,1,Tx1y3,19,Tx1y3,23,18,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4,153.0,6
20,35,11,1,Tx1y3,20,Tx1y3,24,19,Tx0y3;Tx0y2;Tx0y1;Tx4y0;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4,140.0,6
21,35,11,1,Tx1y3,21,Tx1y3,24,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4,131.0,6
22,35,11,1,Tx1y3,22,Tx1y3,24,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4,119.0,6
23,36,11,1,Tx1y3,23,Tx1y3;Tx3y1,25,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4,102.0,6
24,36,11,2,Tx3y1;Tx1y3,24,Tx1y3;Tx3y1,25,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4,87.0,6
25,38,12,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,26,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,69.0,6
26,38,12,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,26,24,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,59.0,6
27,39,12,2,Tx3y1;Tx1y3,27,Tx3y1;Tx1y3,27,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,49.0,6
0,0,0,0,,0,,0,0,,599.0,7
1,0,0,0,,1,,0,1,Tx1y1,592.0,7
2,2,1,0,,2,,1,2,Tx1y0;Tx1y1,580.0,7
3,5,3,0,,3,,2,3,Tx1y0;Tx1y2;Tx1y1,563.0,7
4,6,3,0,,4,,3,4,Tx1y0;Tx2y2;Tx1y2;Tx1y1,550.0,7
5,7,3,0,,5,,4,5,Tx1y0;Tx0y2;Tx2y2;Tx1y2;Tx1y1,539.0,7
6,10,4,0,,6,Tx1y3,6,6,Tx1y0;Tx0y2;Tx2y2;Tx1y2;Tx1y3;Tx1y1,517.0,7
7,10,4,1,Tx1y3,7,Tx1y3,6,6,Tx1y0;Tx0y2;Tx2y2;Tx1y2;Tx1y3;Tx1y1,502.0,7
8,12,5,1,Tx1y3,8,Tx1y3,7,7,Tx0y2;Tx2y2;Tx1y2;Tx1y0;Tx1y3;Tx1y4;Tx1y1,485.0,7
9,12,5,1,Tx1y3,9,Tx1y3,7,8,Tx0y2;Tx2y3;Tx2y2;Tx1y2;Tx1y0;Tx1y3;Tx1y4;Tx1y1,474.0,7
10,13,5,1,Tx1y3,10,Tx1y3,8,9,Tx0y2;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx1y0;Tx1y3;Tx1y4;Tx1y1,449.0,7
11,14,5,1,Tx1y3,11,Tx1y3,9,10,Tx0y2;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx1y3;Tx1y4;Tx1y1,434.0,7
12,17,7,1,Tx1y3,12,Tx1y3,10,11,Tx0y2;Tx2y3;Tx2y2;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx1y3;Tx1y4;Tx1y1,410.0,7
13,22,9,1,Tx1y3,13,Tx1y3,13,12,Tx0y2;Tx2y3;Tx2y2;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1,379.0,7
14,24,10,1,Tx1y3,14,Tx1y3,14,13,Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1,356.0,7
15,29,13,1,Tx1y3,15,Tx1y3,16,14,Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,317.0,7
16,30,13,1,Tx1y3,16,Tx3y1;Tx1y3,17,15,Tx0y2;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,305.0,7
17,30,13,2,Tx3y1;Tx1y3,17,Tx1y3;Tx3y1,17,15,Tx0y2;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,290.0,7
18,31,13,2,Tx3y1;Tx1y3,18,Tx3y1;Tx1y3,18,16,Tx0y2;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,280.0,7
19,31,13,2,Tx3y1;Tx1y3,19,Tx3y1;Tx1y3,18,17,Tx0y2;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,270.0,7
20,31,13,2,Tx3y1;Tx1y3,20,Tx3y1;Tx1y3,18,18,Tx0y2;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,259.0,7
21,31,13,2,Tx3y1;Tx1y3,21,Tx3y1;Tx1y3,18,19,Tx0y2;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,247.0,7
22,33,14,2,Tx3y1;Tx1y3,22,Tx3y1;Tx1y3,19,20,Tx0y2;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,223.0,7
23,36,15,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,21,21,Tx0y2;Tx4y0;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,195.0,7
24,39,17,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,22,22,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,169.0,7
25,40,17,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,23,23,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,152.0,7
26,40,17,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,23,24,Tx0y2;Tx0y1;Tx4y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,138.0,7
